family,order,occurrence_count,individual_count
Reticulascaceae,Glomerellales,1088,1
Reticuloceratidae,Goniatitida,321,109
Reticulosphaeraceae,Coccolithales,14,
Retimohniidae,Neogastropoda,1032,1506
Retortamonadidae,Retortamonadida,225,13
Retroceramidae,Myalinida,105,
Retropinnidae,Osmeriformes,28877,692955
Retroplumidae,Decapoda,314,314
Retrorsichelidae,Decapoda,1,
Retroviridae,Ortervirales,37661,
Retusidae,Cephalaspidea,24360,118101
Reussellidae,Rotaliida,1721,6736
Revalotrypidae,Cystoporida,196,153
Reyranellaceae,Reyranellales,28493,45634
Rhabdamminidae,Astrorhizida,6509,11383
Rhabderemiidae,Biemnida,307,46
Rhabdiasidae,Rhabditida,2688,11788
Rhabdidae,Dentaliida,718,1546
Rhabdiopoeidae,Plagiorchiida,65,7
Rhabditidae,Rhabditida,9607,32085
Rhabdoceratidae,Ceratitida,49,9
Rhabdochlamydiaceae,Chlamydiales,8768,5
Rhabdochonidae,Rhabditida,1394,5120
Rhabdocidaridae,Cidaroida,763,1731
Rhabdodemaniidae,Triplonchida,537,482
Rhabdodendraceae,Caryophyllales,1706,284
Rhabdodermatidae,Coelacanthiformes,1234,245
Rhabdodontiaceae,Ptychomniales,47,
Rhabdolaimidae,Enoplida,1337,279
Rhabdomesidae,Cryptostomida,2852,600
Rhabdonellidae,Choreotrichida,5295,157234
Rhabdonemataceae,Rhabdonematales,1594,15238
Rhabdophryidae,Suctorida,16,41
Rhabdopleuridae,Rhabdopleurida,811,434
Rhabdosphaeraceae,Syracosphaerales,8543,20535188
Rhabdosteidae,Cetacea,190,365
Rhabdostichidae,Palaeocopida,167,78
Rhabdouraeidae,Leptostraca,1,
Rhabdoviridae,Mononegavirales,23624,253
Rhabdoweisiaceae,Dicranales,140130,105414034
Rhabdozoidae,Cheilostomatida,18,4
Rhachiberothidae,Plecoptera,5,
Rhachidosoraceae,Polypodiales,2713,38
Rhachitheciaceae,Dicranales,675,61
Rhachodesmidae,Polydesmida,400,357
Rhacophoridae,Anura,253864,123971280
Rhadalidae,Coleoptera,831,13
Rhadinematidae,Plectida,60,20
Rhadinorhynchidae,Echinorhynchida,940,835
Rhagidiidae,Trombidiformes,5455,2216
Rhagionemestriidae,Diptera,6,
Rhagionempididae,Diptera,10,
Rhagionidae,Diptera,145046,237891
Rhagodidae,Solifugae,217,28
Rhagodiscaceae,Eiffellithales,1273,1
Rhagologidae,Passeriformes,1,1
Rhagophthalmidae,Coleoptera,355,692
Rhamnaceae,Rosales,1591094,383054
Rhamphichthyidae,Gymnotiformes,3236,3885
Rhamphocottidae,Scorpaeniformes,741,364
Rhamphosidae,Syngnathiformes,16,1
Rhamphosporaceae,Doassansiales,534,10
Rhaphidophoridae,Orthoptera,33574,22975
Rhaphischismatidae,Pleurotomariida,14,
Rhaphoneidaceae,Rhaponeidales,17473,7551786
Rhaptothyreidae,Enoplida,171,152
Rhapydioninidae,Miliolida,183,39
Rheidae,Rheiformes,55010,310794
Rhenorensselaeriidae,Terebratulida,225,14
Rhigonematidae,Rhabditida,165,145
Rhinatrematidae,Gymnophiona,593,173
Rhincalanidae,Calanoida,34496,610868
Rhincodontidae,Orectolobiformes,3610,1070
Rhinebothriidae,Rhinebothriidea,606,181
Rhinecotylidae,Mazocraeidea,12,16
Rhinidae,Rhinopristiformes,8557,2226
Rhinidictyidae,Cryptostomida,1899,4326
Rhiniidae,Diptera,1111,74
Rhinobatidae,Rhinopristiformes,32238,22620
Rhinocerotidae,Perissodactyla,41358,32788
Rhinochimaeridae,Chimaeriformes,13653,4022
Rhinochimaeroidae,Chimaeriformes,32,1
Rhinocodontidae,Orectolobiformes,10,1
Rhinocricidae,Spirobolida,7609,4818
Rhinocryptidae,Passeriformes,408129,621113
Rhinodermatidae,Anura,1524,379
Rhinodrilidae,Crassiclitellata,6495,5439
Rhinolophidae,Chiroptera,295318,339027
Rhinonycteridae,Chiroptera,3483,3190
Rhinonyssidae,Mesostigmata,8941,1266
Rhinophoridae,Diptera,1086,622
Rhinophrynidae,Anura,3381,8556
Rhinopomatidae,Chiroptera,4070,2022
Rhinoporidae,Cystoporida,469,739
Rhinoptericolidae,Trypanorhyncha,68,52
Rhinopteridae,Myliobatiformes,10,81
Rhinorhipidae,Coleoptera,13,8
Rhinotermitidae,Blattodea,19622,112957
Rhiphaeoceratidae,Nautilida,14,
Rhipiceridae,Coleoptera,4878,5382
Rhipidastraeidae,Scleractinia,4,1
Rhipidiaceae,Rhipidiales,144,
Rhipidiothyrididae,Terebratulida,84,116
Rhipidogyridae,Scleractinia,609,467
Rhipidothyridae,Terebratulida,11,27
Rhipidothyrididae,Terebratulida,136,230
Rhipiduridae,Passeriformes,3281403,5195789
Rhipiliaceae,Bryopsidales,948,246
Rhiscosomididae,Chordeumatida,26,42
Rhizamminidae,Astrorhizida,2281,4808
Rhizangiidae,Scleractinia,47958,30990
Rhizidiomycetaceae,Hyphochytriales,1590,
Rhizinaceae,Pezizales,4705,10833
Rhizobiaceae,Rhizobiales,118994,58667
Rhizobiaceae_A,Rhizobiales_A,3236,49
Rhizocarpaceae,Rhizocarpales,106705,18649
Rhizocephalidae,Kentrogonida,5,2
Rhizochloridaceae,Rhizochloridales,3,1100
Rhizochromulinaceae,Rhizochromulinales,1518,
Rhizocrinidae,Comatulida,756,1258
Rhizoecidae,Hemiptera,1,
Rhizofabroniaceae,Hypnales,321,43
Rhizogoniaceae,Rhizogoniales,5041,68535
Rhizolepadidae,Pedunculata,3,
Rhizomonadidae,Phalansteriida,6,
Rhizonemataceae,Cyanobacteriales,60,
Rhizophlyctidaceae,Rhizophlyctidales,18982,1
Rhizophoraceae,Malpighiales,157534,34875
Rhizophydiaceae,Rhizophydiales,12747,210
Rhizophyllidaceae,Gigartinales,5574,539
Rhizophysidae,Siphonophorae,358,146
Rhizopodaceae,Mucorales,9158,62
Rhizopogonaceae,Boletales,25600,20045
Rhizoridae,Cephalaspidea,3994,9901
Rhizosoleniaceae,Rhizosoleniales,367078,3701200788
Rhizospalacidae,Rodentia,26,
Rhizosphaeridae,Spumellaria,2374,
Rhizostomatidae,Rhizostomeae,24871,35479
Rhizotrichidae,Harpacticoida,199,167
Rhodacaridae,Mesostigmata,3375,6392
Rhodachlyaceae,Rhodachlyales,108,
Rhodaliidae,Siphonophorae,437,435
Rhodanobacteraceae,Xanthomonadales,64651,22221
Rhodellaceae,Rhodellales,212,
Rhodinocichlidae,Passeriformes,20070,28172
Rhodobacteraceae,Rhodobacterales,456019,1709
Rhodobiaceae,Rhizobiales,24035,10
Rhodochaetaceae,Rhodochaetales,698,4
Rhodochortonaceae,Acrochaetiales,5993,229
Rhodocyclaceae,Burkholderiales,85716,1186
Rhodogorgonaceae,Rhodogorgonales,324,105
Rhodomelaceae,Ceramiales,424039,298317
Rhodomicrobiaceae,Rhizobiales,19955,716
Rhodoniaceae,Polyporales,1,
Rhodophysemataceae,Palmariales,1222,95
Rhodopidae,Nudibranchia,80,33
Rhodospirillaceae,Rhodospirillales,68310,2368
Rhodothalassiaceae,Sphingomonadales,806,
Rhodothamniellaceae,Palmariales,5264,14231
Rhodothermaceae,Rhodothermales,23536,79
Rhodovibrionaceae,Kiloniellales,3191,735
Rhodymeniaceae,Rhodymeniales,40105,46774
Rhoicospheniaceae,Cymbellales,24695,189990
Rhombocoleidae,Coleoptera,26,
Rhombodontidae,Myliobatiformes,521,158
Rhomboporidae,Cryptostomida,14115,2634
Rhombopteriidae,Ostreida,30,21
Rhombosoleidae,Pleuronectiformes,80,
Rhopalidae,Hemiptera,214232,134987
Rhopaliidae,Plagiorchiida,440,368
Rhopalodiaceae,Rhopalodiales,8451,494817
Rhopalodinidae,Dendrochirotida,287,325
Rhopaloiulidae,Julida,27,
Rhopalonematidae,Trachymedusae,16964,723009
Rhopalopsyllidae,Siphonaptera,3273,5235
Rhopalosolenaceae,Chlamydomonadales,30,2
Rhopalosomatidae,Hymenoptera,2266,837
Rhopalothylacidae,Trypanorhyncha,6,1
Rhoptrobothriidae,Tetraphyllidea,30,22
Rhyacichthyidae,Perciformes,314,157
Rhyacophilidae,Trichoptera,236706,826978
Rhyacophiloidea,Trichoptera,4,60
Rhyacotritonidae,Caudata,7118,4294
Rhymmoceratidae,Goniatitida,28,
Rhynchitidae,Coleoptera,6095,3567
Rhynchobatidae,Rajiformes,186,9
Rhynchocinetidae,Decapoda,2698,1681
Rhynchocyonidae,Macroscelidea,3,
Rhynchodemidae,Tricladida,36,263
Rhynchogastremaceae,Tremellales,8015,4
Rhynchogastremataceae,Tremellales,79,
Rhynchohydracaridae,Trombidiformes,193,126
Rhynchokarlingiidae,Rhabdocoela,12,1
Rhynchomolgidae,Cyclopoida,5549,146630
Rhynchomonadidae,Bodonida,1785,
Rhynchonellidae,Rhynchonellida,13884,12229
Rhynchopidae,Charadriiformes,5,1
Rhynchoporidae,Rhynchonellida,1752,927
Rhynchoribatidae,Sarcoptiformes,78,7
Rhynchostomataceae,Chaetothyriales,310,2
Rhynchotetradidae,Rhynchonellida,107,131
Rhynchothoracidae,Pantopoda,359,379
Rhynchotrematidae,Rhynchonellida,9177,18490
Rhyncoptidae,Sarcoptiformes,134,16
Rhynochetidae,Eurypygiformes,980,2030
Rhyparochromidae,Hemiptera,251168,225979
Rhyscotidae,Isopoda,134,268
Rhysiidae,Anthoathecata,13,6
Rhysodidae,Coleoptera,201,165
Rhyssometopidae,Asaphida,36,
Rhytidiaceae,Hypnales,18482,5471
Rhytidicolidae,Araneae,201,7
Rhytididae,Stylommatophora,16964,14791
Rhytidocystidae,Agamococcidiorida,917,
Rhytidodidae,Plagiorchiida,106,58
Rhytismataceae,Rhytismatales,107363,83668
Ricaniidae,Hemiptera,21017,10007907
Ricciaceae,Marchantiales,95691,3464252
Richardidae,Diptera,11,2
Richardiidae,Diptera,7306,1309
Richinidae,Palaeocopida,94,246
Richtersiidae,Desmodorida,363,218
Richtersiusidae,Parachela,357,73
Ricinidae,Psocodea,1243,1544
Ricinoididae,Ricinulei,1192,2493
Rickenellaceae,Hymenochaetales,113422,55074
Rickettsiaceae,Rickettsiales,71583,87
Ricordeidae,Corallimorpharia,445,327
Rictulariidae,Rhabditida,1442,494
Riellaceae,Sphaerocarpales,1249,87
Rigattopteridae,Protorthoptera,1,
Rigidothrichidae,Urostylida,67,53
Rigifilidae,Rigifilida,182,
Rikenellaceae,Bacteroidales,20986,139
Rimanellidae,Odonata,28,30
Rimkinitidae,Ceratitida,2,
Ringiculidae,Cephalaspidea,8071,19927
Riodinidae,Lepidoptera,127656,116443
Rioppiidae,Sarcoptiformes,5,
Ripiphoridae,Coleoptera,9917,5042
Ripipterygidae,Orthoptera,1642,783
Ripogonaceae,Liliales,22740,363
Rishonidae,Podocopida,31,4
Rissoellaceae,Gigartinales,947,66
Rissoidae,Littorinimorpha,102335,1221006
Rissoinidae,Littorinimorpha,19785,51148
Ritterellidae,Aplousobranchia,423,394
Riveroinidae,Miliolida,119,4136
Rivetinidae,Mantodea,2179,1002
Rivulariaceae,Cyanobacteriales,10616,1356
Rivulidae,Cyprinodontiformes,17281,41913
Robbaueraceae,Robbauerales,57,
Robertanniidae,Perciformes,2,
Robertdollfusidae,Muspiceida,26,24
Robertinidae,Robertinida,1472,414
Robertsonidridae,Cheilostomatida,315,67
Robillardaceae,Xylariales,1438,2
Robinjohniidae,Mecoptera,2,
Robuloididae,Lagenida,132,2
Robustidae,Chelodida,220,13
Roccellaceae,Arthoniales,161361,60653
Roccellographaceae,Arthoniales,1361,91
Rocellaceae,Coscinodiscales,709,
Roeslerstammiidae,Lepidoptera,2914,1552
Rogerpetersoniaceae,Pucciniales,73,
Rohrthripidae,Thysanoptera,7,5
Romaleidae,Orthoptera,52033,8527
Romancheinidae,Cheilostomatida,2286,5276
Romeriaceae,Synechococcales,1734,1
Rondeletiidae,Cetomimiformes,662,315
Roniviridae,Nidovirales,194,44
Ropalomeridae,Diptera,2417,127
Ropalonariidae,Ctenostomatida,126,108
Ropalosporaceae,Umbilicariales,72,
Ropolonellidae,Platycopida,86,14
Roproniidae,Hymenoptera,195,111
Roridulaceae,Ericales,498,31
Rorringtoniidae,Proetida,112,3
Rosaceae,Rosales,24005787,17914773
Rosalindidae,Anthoathecata,33,5
Rosalinidae,Rotaliida,8524,55909
Roseiarcaceae,Rhizobiales,3916,
Roseiflexaceae,Chloroflexales,18178,20150
Rosensteiniidae,Sarcoptiformes,2922,107
Rosettozymaceae,Rosettozymales,7,
Rosgorgiidae,Malacalcyonacea,12,12
Rossellidae,Lyssacinosida,25465,22183
Rossianidae,Trichoptera,25,2
Rossiitidae,Tentaculitida,59,
Rostellariidae,Littorinimorpha,7446,11472
Rostratulidae,Charadriiformes,77791,202609
Rostrocalanidae,Calanoida,10,
Rotaliellidae,Rotaliida,103,10
Rotaliidae,Rotaliida,4995,6984
Rotaliporidae,Rotaliida,2532,872
Rotoitidae,Hymenoptera,27,20
Rotopericyclidae,Goniatitida,24,3
Rotulidae,Echinolampadacea,645,1340
Rotundellaceae,Sphaeropleales,111,
Rotundiclipeidae,Harpacticoida,6,
Rotylenchulidae,Rhabditida,2024,462
Rountreeviridae,Caudovirales,40,
Rousseaceae,Asterales,23673,244
Roussoellaceae,Pleosporales,1895,23
Rozellidae,Rozellida,11,
Rozellopsidaceae,Rozellopsidales,7,
Rozhdestvenskayitidae,Palaeocopida,2,
Rozmanariidae,Rhynchonellida,17,
Ruaniaceae,Actinomycetales,188,
Rubeoparvulaceae,Rubeoparvulales,71,
Rubiaceae,Gentianales,8957840,6114618
Rubidibacteraceae,Cyanobacteriales,93,
Rubratellidae,Robertinida,1,
Rubricoccaceae,Rhodothermales,12575,1
Rubritaleaceae,Verrucomicrobiales,15242,7967
Rubrobacteraceae,Rubrobacterales,21292,32760
Rudiaeschnidae,Orthoptera,1,
Rudiviridae,Ligamenvirales,15,
Rufusiaceae,Rufusiales,2,
Rugogastridae,Aspidogastrida,6,2
Rugoglobigerinidae,Rotaliida,7392,1337
Ruineniaceae,Agaricostilbales,158,
Ruminococcaceae,Oscillospirales,46315,1214
Runcinidae,Runcinida,723,164
Ruppiaceae,Alismatales,50498,335320
Russulaceae,Russulales,1657746,2187390
Rutaceae,Sapindales,895036,450756
Rutelidae,Coleoptera,3260,1210
Rutenbergiaceae,Hypnales,1472,1985
Rutidermatidae,Myodocopida,1772,8953
Rutilariaceae,Cymatosirales,633,72
Rutitrigoniidae,Trigoniida,147,62
Rutoceratidae,Nautilida,526,459
Rutripalpidae,Trombidiformes,4,1
Rutstroemiaceae,Helotiales,17399,8949
Ryocalanidae,Calanoida,63,3
Rzehakinidae,Lituolida,1572,1173
S012-128,UBA5794,5,
S139-112,UBA2196,1,
S36-B12,Nanopelagicales,1759,
S5-K13,UBA1558,1,
SA5d-4,Bacillales_E,3,
SBAW01,UBA9983_A,174,
SCOH01,Burkholderiales,1737,
SCTI01,UBA4664,5,
SCTJ01,Moranbacterales,5,
SCUR01,SBBL01,4,
SG-bin7,Bdellovibrionales,11,
SG8-38,Polyangiales,211,
SG8-39,Burkholderiales,8,
SG8-4,Sedimentisphaerales,296,
SG8-41,Burkholderiales,302,
SHND01,UBA4142,2,
SHWZ01,NS11-12g,46,
SIBE01,Pedosphaerales,12,
SICP01,SXXA01,12,
SIT17,Tissierellales,2,
SKKL01,Acidimicrobiales,707,4972
SLCJ01,Verrucomicrobiales,1,
SLHB01,Hydrogenedentiales,187,
SLQV01,Polyangiales,39,
SLSP01,B4-G1,3,
SM1A02,Phycisphaerales,2216,542
SM23-30,Sedimentisphaerales,1314,
SM23-35,Thermodesulfovibrionales,41,
SM23-39,Chlamydiales,306,
SM23-78,Woesearchaeales,2,
ST65,Thermodesulfobacteriales,2,
SXRF01,Rickettsiales,30,
SXTU01,Pedosphaerales,62,
Saadaniidae,Primates,1,
Sabaconidae,Opiliones,1487,797
Sabellariidae,Sabellida,26671,159576
Sabellidae,Sabellida,183997,671021
Sabelliphilidae,Cyclopoida,212,309
Sabiaceae,Proteales,44924,18828
Sabrinellidae,Seguenziida,5,
Sabulopsocidae,Psocodea,5,
Saccamminidae,Astrorhizida,6308,2280
Saccharataceae,Botryosphaeriales,95,
Saccharicenantaceae,Aminicenantales,3,
Saccharimonadaceae,Saccharimonadales,299,241
Saccharofermentanaceae,Saccharofermentanales,2250,
Saccharomycetaceae,Saccharomycetales,41029,29
Saccharomycodaceae,Saccharomycetales,4316,7
Saccharomycopsidaceae,Saccharomycetales,1256,1
Saccharospirillaceae,Pseudomonadales,17619,
Saccinobaculidae,Oxymonadida,128,
Saccoblastiaceae,Atractiellales,10,
Saccogynaceae,Jungermanniales,12262,69
Saccolomataceae,Polypodiales,18023,4571
Sacconemertidae,Monostilifera,10420,594
Saccopharyngidae,Saccopharyngiformes,289,173
Saccopsidae,Cyclopoida,133,72
Saccotheciaceae,Dothideales,23716,152
Sacculinidae,Kentrogonida,2308,1517
Sacculosporaceae,Diversisporales,10,
Sactorthoceratidae,Orthocerida,165,144
Saelaniaceae,Grimmiales,5263,366
Sagartiidae,Actiniaria,44600,28349
Sagartiomorphidae,Actiniaria,38,19
Sagdidae,Stylommatophora,16342,33182
Sageceratidae,Ceratitida,73,25
Sagenellidae,Cyclostomatida,70,51
Sagiolechiaceae,Ostropales,1098,81
Sagittariidae,Accipitriformes,53868,31658
Sagittariidae,Cyrtolophosidida,15,1
Sagittidae,Aphragmophora,64825,255761
Saididae,Podocopida,65,12
Saipanettidae,Podocopida,363,71
Sakaguchiaceae,Sakaguchiales,2331,1255
Saksenaeaceae,Mucorales,446,
Salamandridae,Caudata,1285343,1595529
Salangidae,Osmeriformes,3660,3332
Salanygolinidae,Rhynchonellida,4,
Salasmaviridae,Caudovirales,31,
Saldidae,Hemiptera,42609,48518
Saldides,Hemiptera,8,1
Saleniidae,Salenioida,3234,3068
Salentinellidae,Amphipoda,161,51
Salibacteraceae,Flavobacteriales,911,
Salicaceae,Malpighiales,5676438,1751873
Salifidae,Euhirudinea,403,575
Salinarchaeaceae,Halobacteriales,114,
Salinibacteraceae,Rhodothermales,1873,7
Salinicoccaceae,Staphylococcales,1918,
Salinisphaeraceae,Nevskiales,17944,
Salinivirgaceae,Bacteroidales,1755,
Salisapiliaceae,Peronosporales,46,
Salisediminibacteriaceae,Bacillales_H,156,
Salmonidae,Salmoniformes,5264847,24904258
Salpidae,Salpida,33291,2467744
Salpingidae,Coleoptera,74970,31786
Salpingoecidae,Choanoflagellida,17922,429
Salpingoporelleae,Dasycladales,2,
Salpingoteuthididae,Belemnitida,73,75
Salsugineaceae,Pleosporales,12,
Salticidae,Araneae,762891,245060
Salticoididae,Araneae,4,1
Saltiseiidae,Mesostigmata,34,
Salvadoraceae,Brassicales,7598,2601
Salvidae,Sarcoptiformes,1,1
Salviniaceae,Salviniales,88322,2161980193
Salzburgiidae,Agelasida,14,
Samaridae,Pleuronectiformes,1936,1698
Sambucaceae,Dipsacales,1,
Samidae,Tetractinellida,21,6
Samlidae,Nudibranchia,2330,102
Samoidae,Opiliones,343,702
Samydaceae,Malpighiales,2,
Sanchoidae,Amphipoda,105,97
Sanchytriaceae,Sanchytriales,240,
Sandaracinaceae,Polyangiales,60951,19896
Sandeothallaceae,Pallaviciniales,26,6
Sandlingitidae,Ceratitida,135,130
Sandokanidae,Opiliones,202,110
Sandroidae,Amphipoda,62,338
Sanguibacteraceae,Actinomycetales,2302,
Sanitheriidae,Artiodactyla,1,
Santalaceae,Santalales,152358,26582
Santanmantidae,Mantodea,8,
Santiidae,Isopoda,454,856
Sapayoaidae,Passeriformes,1881,2846
Sapindaceae,Sapindales,4034315,1032121
Sapotaceae,Ericales,416364,272516
Sapphicorhynchidae,Rhynchonellida,329,321
Sapphirinidae,Cyclopoida,8611,32512
Sapracaridae,Sarcoptiformes,37,
Saprolegniaceae,Saprolegniales,8459,24
Saprospiraceae,Chitinophagales,100691,305
Sapygidae,Hymenoptera,13199,12736
Sarcinochrysidaceae,Sarcinochrysidales,3793,4
Sarcinofilaceae,Ulotrichales,4,
Sarcobataceae,Caryophyllales,6039,407
Sarcocystidae,Eucoccidiorida,5686,421
Sarcodiaceae,Gigartinales,2121,105
Sarcodictyonidae,Scleralcyonacea,372,245
Sarcolaenaceae,Malvales,12628,23350
Sarcomeniaceae,Ceramiales,1370,2629
Sarcomyxaceae,Agaricales,23253,24751
Sarcophagidae,Diptera,239349,141589
Sarcophinanthidae,Actiniaria,2,
Sarcophytidae,Malacalcyonacea,17885,1302
Sarcoporiaceae,Polyporales,479,84
Sarcoptidae,Sarcoptiformes,11709,3098
Sarcoscyphaceae,Pezizales,53351,117160
Sarcosomataceae,Pezizales,34472,118558
Sardesoninidae,Fenestrida,9,7
Sardinoididae,Myctophiformes,82,48
Sareaceae,Sareales,4805,1163
Sareptidae,Nuculanida,1325,2481
Sarganidae,Neogastropoda,52,51
Sargassaceae,Fucales,204166,561554
Sarocladiaceae,Hypocreales,5451,19
Sarothruridae,Gruiformes,1496,2076
Sarraceniaceae,Ericales,56646,22376
Sarrameanaceae,Lecanorales,9418,722
Sarsiellidae,Myodocopida,4672,17803
Sarvinidae,Palaeocopida,3,
Saturnalidae,Spumellaria,215,
Saturniidae,Lepidoptera,483677,209393
Satyridae,Lepidoptera,2898,573
Saucrosmylidae,Neuroptera,4,1
Saukiandidae,Redlichiida,28,6
Saukiidae,Asaphida,829,1054
Saulomataceae,Hookeriales,793,77
Sauracanthorhynchidae,Echinorhynchida,15,7
Saurichthidae,Acipenseriformes,6,
Saurocephalidae,Osteoglossiformes,1,
Saurophthiridae,Siphonaptera,7,3
Saururaceae,Piperales,43673,6369
Savignyellidae,Cheilostomatida,503,118
Savoryellaceae,Savoryellales,606,33
Saxifragaceae,Saxifragales,1645693,145750381
Saxonellidae,Primates,4,
SbA1,Acidobacteriales,36,
Scalaneritinidae,Cycloneritida,23,1
Scalaxidae,Stylommatophora,12,49
Scalinduaceae,Brocadiales,318,
Scalopidiidae,Decapoda,26,26
Scalpellidae,Pedunculata,7982,23767
Scaniornithidae,Ciconiiformes,1,
Scanochitonidae,Chelodida,2,
Scapaniaceae,Jungermanniales,277130,73276
Scaphandridae,Cephalaspidea,9717,15319
Scaphellinidae,Trigoniida,20,2
Scapherpetontidae,Caudata,1111,1159
Scaphidiodontidae,Cyrtophorida,140,6
Scaphiopodidae,Anura,70075,35130
Scaphocoridae,Hemiptera,1,
Scarabaeidae,Coleoptera,3208702,8217501
Scaridae,Perciformes,646059,523650
Scaridiidae,Ploima,288,46
Scathophagidae,Diptera,130321,151129
Scatophagidae,Perciformes,3812,4913
Scatopsidae,Diptera,26327,21425
Scelidotheriidae,Pilosa,1633,28
Scelionidae,Hymenoptera,421020,172503
Scenedesmaceae,Sphaeropleales,98521,9743263
Scenopinidae,Diptera,5301,4340
Schackoinidae,Rotaliida,1119,134
Schaereriaceae,Schaereriales,10447,907
Scharyiidae,Proetida,39,
Scheloribatidae,Sarcoptiformes,15612,19008
Schendylidae,Geophilomorpha,6471,2285
Scheuchzeriaceae,Alismatales,49279,78525
Schilbeidae,Siluriformes,11139,33749
Schimmelmanniaceae,Acrosymphytales,1701,102
Schimperobryaceae,Hookeriales,284,35
Schindleriidae,Perciformes,1081,2423
Schisandraceae,Austrobaileyales,48163,2767
Schistoceratidae,Goniatitida,518,222
Schistochilaceae,Jungermanniales,9097,412
Schistonoeidae,Lepidoptera,70,53
Schistosomatidae,Diplostomida,17771,16329
Schistostegaceae,Dicranales,6845,2378
Schistotaeniidae,Cyclophyllidea,46,22
Schitoviridae,Caudovirales,277,
Schizaeaceae,Schizaeales,28837,4805
Schizamminidae,Astrorhizida,96,34
Schizasteridae,Spatangoida,14926,17651
Schizoblattidae,Blattodea,8,4
Schizocaryidae,Philasterida,385,
Schizochitonidae,Chitonida,266,111
Schizochlamydaceae,Sphaeropleales,19,
Schizochoeridae,Amphilinidea,6,1
Schizocladiaceae,Schizocladiales,15,
Schizocoleidae,Coleoptera,94,
Schizocyathidae,Scleractinia,382,990
Schizocytheridae,Podocopida,21,1
Schizodactylidae,Orthoptera,95,38
Schizodidae,Trigoniida,2468,989
Schizogoniidae,Pleurotomariida,69,26
Schizogyniidae,Mesostigmata,28,18
Schizomeridaceae,Chaetophorales,334,41
Schizoparmaceae,Diaporthales,3319,6
Schizopathidae,Antipatharia,21131,34036
Schizopetalidae,Callipodida,1203,299
Schizophoridae,Coleoptera,91,5
Schizophyllaceae,Agaricales,91272,83711
Schizoplacidae,Chitonida,316,216
Schizopodidae,Coleoptera,889,681
Schizoporaceae,Hymenochaetales,65378,9307
Schizoporellidae,Cheilostomatida,11311,5186
Schizopteridae,Hemiptera,4574,3173
Schizorhynchidae,Rhabdocoela,1336,244
Schizorthosecidae,Cheilostomatida,32,24
Schizosaccharomycetaceae,Schizosaccharomycetales,1527,2
